SOMAMER_ID,UniProt,TargetFullName,Target
SVEP1.11109.56.3,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1
SVEP1.11178.21.3,Q4LDE5,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1
SWAP70.13552.7.3,Q9UH65,Switch-associated protein 70,SWP70
SYNCRIP.4224.7.2,O60506,Heterogeneous nuclear ribonucleoprotein Q,HNRPQ
SYNE2.9789.52.3,Q8WXH0,Nesprin-2,Nesprin-2
SYT11.7089.42.3,Q9BT88,Synaptotagmin-11,SYT11
SYT17.9110.2.3,Q9BSW7,Synaptotagmin-17,SYT17
SYT2.9577.26.3,Q8N9I0,Synaptotagmin-2,SYT2
SYT3.10452.24.3,Q9BQG1,Synaptotagmin-3,SYT3
SYT5.9099.19.3,O00445,Synaptotagmin-5,SYT5
SYT7.7121.2.3,O43581,Synaptotagmin-7,SYT7
SYT8.7932.23.3,Q8NBV8,Synaptotagmin-8,SYT8
SYTL1.12892.10.3,Q8IYJ3,Synaptotagmin-like protein 1,SYTL1
SYTL4.11563.51.3,Q96C24,Synaptotagmin-like protein 4,SYTL4
TAC1.9337.43.3,P20366,Protachykinin-1,TKN1
TAC3.7847.66.3,Q9UHF0,Tachykinin-3,TKNK
TAC4.6468.37.3,Q86UU9,Tachykinin-4,TKN4
TACSTD2.14034.22.3,P09758,Tumor-associated calcium signal transducer 2,GA733-1 protein
TACSTD2.2619.72.2,P09758,Tumor-associated calcium signal transducer 2,GA733-1 protein
TAGLN.9756.6.3,Q01995,Transgelin,TAGL
TAPBP.12378.71.3,O15533,Tapasin,TPSN
TAPBPL.6364.7.3,Q9BX59,Tapasin-related protein,TPSNR
TAX1BP1.12721.4.3,Q86VP1,Tax1-binding protein 1,TAXB1
TAX1BP3.12498.12.3,O14907,Tax1-binding protein 3,TX1B3
TBCA.12501.10.3,O75347,Tubulin-specific chaperone A,TBCA
TBCE.11211.7.3,Q15813,Tubulin-specific chaperone E,TBCE
TBK1.3400.49.2,Q9UHD2,Serine/threonine-protein kinase TBK1,TBK1
TBP.2875.15.2,P20226,TATA-box-binding protein,TBP
TBX22.11146.4.3,Q9Y458,T-box transcription factor TBX22,TBX22
TBX3.13978.122.3,O15119,T-box transcription factor TBX3,Tbx3
TBX5.11202.70.3,Q99593,T-box transcription factor TBX5,TBX5
TBXAS1.8098.37.3,P24557,Thromboxane-A synthase,THAS
TCN1.11232.46.3,P20061,Transcobalamin-1,Holo-TC I
TCN2.5584.21.3,P20062,Holo-Transcobalamin-2,Holo-TC II
TDGF1.5810.25.3,P13385,Teratocarcinoma-derived growth factor 1,Cripto
TDP1.10073.22.3,Q9NUW8,Tyrosyl-DNA phosphodiesterase 1,TYDP1
TEAD3.12854.3.3,Q99594,Transcriptional enhancer factor TEF-5,TEAD3
TEAD4.12516.13.3,Q15561,Transcriptional enhancer factor TEF-3,TEAD4
TEK.3773.15.4,Q02763,"Angiopoietin-1 receptor, soluble",sTie-2
TENM3.11107.25.3,Q9P273,Teneurin-3,TEN3
TENM4.11365.17.3,Q6N022,Teneurin-4,TEN4
TESC.12831.21.3,Q96BS2,Calcineurin B homologous protein 3,TESC
TEX29.10557.6.3,Q8N6K0,Testis-expressed sequence 29 protein,TEX29
TEX29.13500.9.3,Q8N6K0,Testis-expressed sequence 29 protein,TEX29
TF.4162.54.2,P02787,Serotransferrin,Transferrin
TFF1.9185.15.3,P04155,Trefoil factor 1,TFF1
TFF2.9191.8.3,Q03403,Trefoil factor 2,Trefoil factor 2
TFF3.4721.54.2,Q07654,Trefoil factor 3,TFF3
TFF3.8323.163.3,Q07654,Trefoil factor 3,TFF3
TFIP11.9043.7.3,Q9UBB9,Tuftelin-interacting protein 11,TFP11
TFPI.3336.50.1,P10646,Tissue factor pathway inhibitor,TFPI
TFPI2.9233.71.3,P48307,Tissue factor pathway inhibitor 2,TFPI -2
TFRC.6895.1.3,P02786,Transferrin receptor protein 1,TR
TFRC.8795.48.3,P02786,Transferrin receptor protein 1,TR
TG.4165.2.1,P01266,Thyroglobulin,Thyroglobulin
TGFA.9358.3.3,P01135,Transforming growth factor alpha,TGF-a
TGFB1.2333.72.1,P01137,Transforming growth factor beta-1,TGF-b1
TGFB1I1.8777.5.3,O43294,Transforming growth factor beta-1-induced transcript 1 protein,TGFB1I1
TGFB2.4156.74.1,P61812,Transforming growth factor beta-2,TGF-b2
TGFB3.3520.58.1,P10600,Transforming growth factor beta-3,TGF-b3
TGFBI.3283.21.1,Q15582,Transforming growth factor-beta-induced protein ig-h3,BGH3
TGFBR2.5133.17.3,P37173,TGF-beta receptor type-2,TGF-b R II
TGFBR3.3009.3.2,Q03167,Transforming growth factor beta receptor type 3,TGF-b R III
TGIF2.9847.21.3,Q9GZN2,Homeobox protein TGIF2,TGIF2
THBS2.3339.33.1,P35442,Thrombospondin-2,TSP2
THBS3.8982.65.3,P49746,Thrombospondin-3,TSP3
THPO.5947.90.3,P40225,Thrombopoietin,Tpo
THPO.8059.1.3,P40225,Thrombopoietin,Tpo
THRA.12527.50.3,P10827,Thyroid hormone receptor alpha,THA
THSD1.5621.64.3,Q9NS62,Thrombospondin type-1 domain-containing protein 1,THSD1
THSD7A.11174.8.3,Q9UPZ6,Thrombospondin type-1 domain-containing protein 7A,THS7A
THYN1.12424.107.3,Q9P016,Thymocyte nuclear protein 1,THYN1
TIE1.2844.53.2,P35590,"Tyrosine-protein kinase receptor Tie-1, soluble",sTie-1
TIGAR.12476.50.3,Q9NQ88,"Fructose-2,6-bisphosphatase TIGAR",TIGAR
TIMP4.6462.12.3,Q99727,Metalloproteinase inhibitor 4,TIMP-4
TINAGL1.11192.168.3,Q9GZM7,Tubulointerstitial nephritis antigen-like,TINAL
TIRAP.9839.148.3,P58753,Toll/interleukin-1 receptor domain-containing adapter protein,Tirap
TJP1.12001.7.3,Q07157,Tight junction protein ZO-1,ZO1
TK1.4301.58.2,P04183,"Thymidine kinase, cytosolic",Thymidine kinase
TKT.4306.4.2,P29401,Transketolase,Transketolase
TLL1.6383.90.3,O43897,Tolloid-like protein 1,TLL1
TLN2.14082.56.3,Q9Y4G6,Talin-2,TLN2
TLR1.11149.3.3,Q15399,Toll-like receptor 1,TLR1
TLR2.3835.11.2,O60603,Toll-like receptor 2,TLR2
TLR4.11101.18.3,O00206,Toll-like receptor 4,TLR4
TLR4.LY96.3647.49.4,"O00206,Q9Y6Y9",Toll-like receptor 4:Lymphocyte antigen 96 complex,TLR4:MD-2 complex
TMCO5A.6907.17.3,Q8N6Q1,Transmembrane and coiled-coil domain-containing protein 5A,TMC5A
TMED10.6506.54.3,P49755,Transmembrane emp24 domain-containing protein 10,TMEDA
TMED2.10761.5.3,Q15363,Transmembrane emp24 domain-containing protein 2,TMED2
TMED4.9319.59.3,Q7Z7H5,Transmembrane emp24 domain-containing protein 4,TMED4
TMEM119.11110.4.3,Q4V9L6,Transmembrane protein 119,TM119
TMEM132A.7871.16.3,Q24JP5,Transmembrane protein 132A,T132A
TMEM132B.8890.9.3,Q14DG7,Transmembrane protein 132B,T132B
TMEM132C.11128.29.3,Q8N3T6,Transmembrane protein 132C,T132C
TMEM132C.7173.141.3,Q8N3T6,Transmembrane protein 132C,T132C
TMEM132D.13416.8.3,Q14C87,Transmembrane protein 132D,T132D
TMEM167A.11112.18.3,Q8TBQ9,Protein kish-A,KISHA
TMEM167B.13421.17.3,Q9NRX6,Protein kish-B,KISHB
TMEM190.10442.1.3,Q8WZ59,Transmembrane protein 190,TM190
TMEM2.8992.1.3,Q9UHN6,Transmembrane protein 2,TMEM2
TMEM230.11542.11.3,Q96A57,Transmembrane protein 230,TM230
TMEM234.8107.12.3,Q8WY98,Transmembrane protein 234,TM234
TMEM237.12856.14.3,Q96Q45,Transmembrane protein 237,TM237
TMEM27.7816.23.3,Q9HBJ8,Collectrin,TMM27
TMEM40.12941.24.3,Q8WWA1,Transmembrane protein 40,TMM40
TMEM41B.10661.4.3,Q5BJD5,Transmembrane protein 41B,TM41B
TMEM52.11186.12.3,Q8NDY8,Transmembrane protein 52,TMM52
TMEM57.12367.52.3,Q8N5G2,Macoilin,MACOI
TMEM59L.9959.60.3,Q9UK28,Transmembrane protein 59-like,TM59L
TMEM70.8074.32.3,Q9BUB7,"Transmembrane protein 70, mitochondrial",TMM70
TMEM87B.13485.20.3,Q96K49,Transmembrane protein 87B,TM87B
TMEM8B.12742.160.3,A6NDV4,Transmembrane protein 8B,TMM8B
TMEM9.9249.17.3,Q9P0T7,Transmembrane protein 9,TMEM9
TMIE.7992.3.3,Q8NEW7,Transmembrane inner ear expressed protein,TMIE
TMOD1.12595.11.3,P28289,Tropomodulin-1,TMOD1
TMPO.8265.225.3,P42167,"Lamina-associated polypeptide 2, isoforms beta/gamma",LAP2B
TMPRSS11A.7231.37.3,Q6ZMR5,Transmembrane protease serine 11A,TM11A
TMPRSS11B.10895.28.3,Q86T26,Transmembrane protease serine 11B,TM11B
TMPRSS11D.6547.83.3,O60235,Transmembrane protease serine 11D,TM11D
TMPRSS15.3189.61.2,P98073,Enteropeptidase,Enterokinase
TMPRSS5.8002.27.3,Q9H3S3,Transmembrane protease serine 5,Spinesin
TMUB2.9226.6.3,Q71RG4,Transmembrane and ubiquitin-like domain-containing protein 2,TMUB2
TNC.4155.3.2,P24821,Tenascin,Tenascin
TNF.5936.53.3,P01375,Tumor necrosis factor,TNF-a
TNFAIP3.14009.65.3,P21580,Tumor necrosis factor alpha-induced protein 3,TNFAIP3
TNFAIP6.5036.50.1,P98066,Tumor necrosis factor-inducible gene 6 protein,TSG-6
TNFRSF10A.4832.75.2,O00220,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1
TNFRSF10B.7693.13.3,O14763,Tumor necrosis factor receptor superfamily member 10B,TRAIL R2
TNFRSF10D.14121.24.3,Q9UBN6,Tumor necrosis factor receptor superfamily member 10D,TRAIL R4
TNFRSF11A.5424.55.3,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A,RANK
TNFRSF11A.8256.57.3,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A,RANK
TNFRSF11A.8316.36.3,Q9Y6Q6,Tumor necrosis factor receptor superfamily member 11A,RANK
TNFRSF11B.2526.53.3,O00300,Tumor necrosis factor receptor superfamily member 11B,OPG
TNFRSF11B.8304.50.3,O00300,Tumor necrosis factor receptor superfamily member 11B,OPG
TNFRSF12A.5138.50.3,Q9NP84,Tumor necrosis factor receptor superfamily member 12A,TWEAKR
TNFRSF13B.2704.74.1,O14836,Tumor necrosis factor receptor superfamily member 13B,TACI
TNFRSF14.5352.11.3,Q92956,Tumor necrosis factor receptor superfamily member 14,HVEM
TNFRSF17.2665.26.2,Q02223,Tumor necrosis factor receptor superfamily member 17,BCMA
TNFRSF18.5526.53.3,Q9Y5U5,Tumor necrosis factor receptor superfamily member 18,GITR
TNFRSF19.5131.15.3,Q9NS68,Tumor necrosis factor receptor superfamily member 19,TAJ
TNFRSF1A.2654.19.1,P19438,Tumor necrosis factor receptor superfamily member 1A,TNF sR-I
TNFRSF1B.3152.57.1,P20333,Tumor necrosis factor receptor superfamily member 1B,TNF sR-II
TNFRSF1B.8368.102.3,P20333,Tumor necrosis factor receptor superfamily member 1B,TNF sR-II
TNFRSF21.5404.53.3,O75509,Tumor necrosis factor receptor superfamily member 21,DR6
TNFRSF21.9259.35.3,O75509,Tumor necrosis factor receptor superfamily member 21,DR6
TNFRSF4.3730.81.2,P43489,Tumor necrosis factor receptor superfamily member 4,TNR4
TNFRSF6B.5070.76.3,O95407,Tumor necrosis factor receptor superfamily member 6B,DcR3
TNFRSF8.2605.49.2,P28908,Tumor necrosis factor receptor superfamily member 8,CD30
TNFSF11.2917.3.2,O14788,Tumor necrosis factor ligand superfamily member 11,sRANKL
TNFSF12.5939.42.3,O43508,Tumor necrosis factor ligand superfamily member 12,TWEAK
TNFSF13B.3059.50.2,Q9Y275,Tumor necrosis factor ligand superfamily member 13B,BAFF
TNFSF14.5355.69.3,O43557,Tumor necrosis factor ligand superfamily member 14,LIGHT
TNFSF15.14057.68.3,O95150,Tumor necrosis factor ligand superfamily member 15,TNFSF15
TNFSF15.2968.61.1,O95150,Tumor necrosis factor ligand superfamily member 15,TNFSF15
TNFSF18.2708.54.2,Q9UNG2,Tumor necrosis factor ligand superfamily member 18,TNFSF18
TNFSF4.14030.21.3,P23510,Tumor necrosis factor ligand superfamily member 4,OX40 Ligand
TNFSF4.2839.2.1,P23510,Tumor necrosis factor ligand superfamily member 4,OX40 Ligand
TNFSF8.3421.54.2,P32971,Tumor necrosis factor ligand superfamily member 8,CD30 Ligand
TNFSF9.2599.51.2,P41273,Tumor necrosis factor ligand superfamily member 9,4-1BB ligand
TNMD.6578.29.3,Q9H2S6,Tenomodulin,TNMD
TNNI3.5441.67.3,P19429,"Troponin I, cardiac muscle",Troponin I
TNNI3.5930.54.3,P19429,"Troponin I, cardiac muscle",Troponin I
TNR.11302.237.3,Q92752,Tenascin-R,TENR
TNS2.11667.29.3,Q63HR2,Tensin-2,TENC1
TNS4.9927.96.3,Q8IZW8,Tensin-4,TENS4
TNXB.5698.60.3,P22105,Tenascin-X,Tenascin-X
TOLLIP.13963.7.3,Q9H0E2,Toll-interacting protein,tollip
TOM1L1.13652.2.3,O75674,TOM1-like protein 1,TM1L1
TOP1.2876.74.2,P11387,DNA topoisomerase 1,Topoisomerase I
TOPBP1.9947.22.3,Q92547,DNA topoisomerase 2-binding protein 1,TOPB1
TOR1AIP1.9039.47.3,Q5JTV8,Torsin-1A-interacting protein 1,TOIP1
TOR1AIP2.10553.8.3,Q8NFQ8,Torsin-1A-interacting protein 2,TOIP2
TOR1AIP2.10640.9.3,Q8NFQ8,Torsin-1A-interacting protein 2,TOIP2
TOX3.12717.65.3,O15405,TOX high mobility group box family member 3,TOX3
TP53.6152.111.3,P04637,Cellular tumor antigen p53,p53
TP53I11.13022.20.3,O14683,Tumor protein p53-inducible protein 11,P5I11
TP63.10040.63.3,Q9H3D4,Tumor protein 63,P73L
TPI1.4309.59.3,P60174,Triosephosphate isomerase,Triosephosphate isomerase
TPK1.12018.84.3,Q9H3S4,Thiamin pyrophosphokinase 1,TPK1
TPM1.5033.27.1,P09493,Tropomyosin alpha-1 chain,Tropomyosin 1 alpha chain
TPM2.4472.5.2,P07951,Tropomyosin beta chain,Tropomyosin 2
TPM3.12372.50.3,P06753,Tropomyosin alpha-3 chain,Tropomyosin alpha-3 chain
TPO.3873.51.2,P07202,Thyroid peroxidase,TMA
TPPP2.12800.5.3,P59282,Tubulin polymerization-promoting protein family member 2,TPPP2
TPSB2.3403.1.2,P20231,Tryptase beta-2,TPSB2
TPSG1.14103.12.3,Q9NRR2,Tryptase gamma,TPSG1
TPST1.7928.183.3,O60507,Protein-tyrosine sulfotransferase 1,TPST1
TPST2.8024.64.3,O60704,Protein-tyrosine sulfotransferase 2,TPST2
TPT1.3872.2.1,P13693,Translationally-controlled tumor protein,TCTP
TRA2B.12373.73.3,P62995,Transformer-2 protein homolog beta,TRA2B
TRAF4.13041.47.3,Q9BUZ4,TNF receptor-associated factor 4,TRAF4
TRAT1.7224.11.3,Q6PIZ9,T-cell receptor-associated transmembrane adapter 1,TRAT1
TREM1.9266.1.3,Q9NP99,Triggering receptor expressed on myeloid cells 1,sTREM-1
TREML1.9329.28.3,Q86YW5,Trem-like transcript 1 protein,TRML1
TREML2.5736.1.3,Q5T2D2,Trem-like transcript 2 protein,TRML2
TREML4.11139.4.3,Q6UXN2,Trem-like transcript 4 protein,TRML4
TRH.5659.11.3,P20396,Thyrotropin-releasing hormone,TRH
TSG101.13044.5.3,Q99816,Tumor susceptibility gene 101 protein,TS101
TSLP.3010.53.2,Q969D9,Thymic stromal lymphopoietin,TSLP
TSN.12477.42.3,Q15631,Translin,TSN
TSNARE1.7069.9.4,Q96NA8,t-SNARE domain-containing protein 1,TSNA1
TSR3.7018.10.3,Q9UJK0,Ribosome biogenesis protein TSR3 homolog,TSR3
TSSK2.7873.32.3,Q96PF2,Testis-specific serine/threonine-protein kinase 2,TSSK2
TST.12663.1.3,Q16762,Thiosulfate sulfurtransferase,THTR
TSTA3.12657.2.3,Q13630,GDP-L-fucose synthase,FCL
TTC17.8800.14.3,Q96AE7,Tetratricopeptide repeat protein 17,TTC17
TTC17.9550.153.3,Q96AE7,Tetratricopeptide repeat protein 17,TTC17
TTC9B.9386.42.3,Q8N6N2,Tetratricopeptide repeat protein 9B,TTC9B
TTL.13973.62.3,Q8NG68,Tubulin--tyrosine ligase,TTL
TTMP.7963.36.3,Q5BVD1,TPA-induced transmembrane protein,TTMP
TTN.11352.42.3,Q8WZ42,Titin,TITIN
TUFT1.5690.49.3,Q9NNX1,Tuftelin,TUFT1
TWF1.12871.10.3,Q12792,Twinfilin-1,TWF1
TWSG1.9234.8.3,Q9GZX9,Twisted gastrulation protein homolog 1,TWSG1
TXLNA.9065.28.3,P40222,Alpha-taxilin,TXLNA
TXN.8813.160.3,P10599,Thioredoxin,Thioredoxin
TXNDC11.8769.30.3,Q6PKC3,Thioredoxin domain-containing protein 11,TXD11
TXNDC12.4815.25.3,O95881,Thioredoxin domain-containing protein 12,TXD12
TXNDC5.11212.7.3,Q8NBS9,Thioredoxin domain-containing protein 5,TXND5
TXNIP.11682.7.3,Q9H3M7,Thioredoxin-interacting protein,TXNIP
TXNRD1.13967.14.3,Q16881,"Thioredoxin reductase 1, cytoplasmic",Thioredoxin reductase 1
TYK2.5260.80.3,P29597,Non-receptor tyrosine-protein kinase TYK2,TYK2
TYMSOS.8263.64.3,Q8TAI1,TYMS opposite strand protein,CR056
TYRO3.2611.72.2,Q06418,Tyrosine-protein kinase receptor TYRO3,Dtk
U2AF2.13577.25.3,P26368,Splicing factor U2AF 65 kDa subunit,U2AF2
UAP1.13580.2.3,Q16222,UDP-N-acetylhexosamine pyrophosphorylase,Sperm-associated antigen 2
UBB.6641.60.3,P0CG47,PolyUbiquitin K48-linked,PolyUbiquitin K48
UBB.6651.74.3,P0CG47,PolyUbiquitin K48-linked,PolyUbiquitin K48
UBC.6647.55.3,P0CG48,PolyUbiquitin K63-linked,PolyUbiquitin K63
UBE2B.9865.40.3,P63146,Ubiquitin-conjugating enzyme E2 B,UBE2B
UBE2D4.13475.10.3,Q9Y2X8,Ubiquitin-conjugating enzyme E2 D4,UB2D4
UBE2G2.9199.6.3,P60604,Ubiquitin-conjugating enzyme E2 G2,UB2G2
UBE2I.2877.3.1,P63279,SUMO-conjugating enzyme UBC9,UBC9
UBE2J1.6900.30.3,Q9Y385,Ubiquitin-conjugating enzyme E2 J1,UB2J1
UBE2J2.6601.1.3,Q8N2K1,Ubiquitin-conjugating enzyme E2 J2,UB2J2
UBE2J2.8802.24.3,Q8N2K1,Ubiquitin-conjugating enzyme E2 J2,UB2J2
UBE2L3.3874.8.1,P68036,Ubiquitin-conjugating enzyme E2 L3,UB2L3
UBE2N.3905.62.1,P61088,Ubiquitin-conjugating enzyme E2 N,UBE2N
UBE2T.12400.25.3,Q9NPD8,Ubiquitin-conjugating enzyme E2 T,UBE2T
UBE2V1.11626.7.3,Q13404,Ubiquitin-conjugating enzyme E2 variant 1,UB2V1
UBL4A.11490.42.3,P11441,Ubiquitin-like protein 4A,UBL4A
UBQLN4.12720.71.3,Q9NRR5,Ubiquilin-4,UBQL4
UBTD2.12875.28.3,Q8WUN7,Ubiquitin domain-containing protein 2,UBTD2
UBXN4.9970.7.3,Q92575,UBX domain-containing protein 4,UBXN4
UBXN4.9997.12.3,Q92575,UBX domain-containing protein 4,UBXN4
UCK2.12515.45.3,Q9BZX2,Uridine-cytidine kinase 2,UCK2
UCMA.10977.55.3,Q8WVF2,Unique cartilage matrix-associated protein,UCMA
UFC1.3405.6.2,Q9Y3C8,Ubiquitin-fold modifier-conjugating enzyme 1,UFC1
UFM1.3836.51.2,P61960,Ubiquitin-fold modifier 1,UFM1
UGP2.13939.14.3,Q16851,UTP--glucose-1-phosphate uridylyltransferase,UGPA1
UGT1A6.7891.45.3,P19224,UDP-glucuronosyltransferase 1-6,UGT 1A6
UGT1A8.8899.75.3,Q9HAW9,UDP-glucuronosyltransferase 1-8,UD18
UGT2A1.8907.11.3,Q9Y4X1,UDP-glucuronosyltransferase 2A1,UD2A1
ULBP1.14081.5.3,Q9BZM6,NKG2D ligand 1,ULBP-1
ULBP1.3081.70.2,Q9BZM6,NKG2D ligand 1,ULBP-1
ULBP2.3082.9.2,Q9BZM5,NKG2D ligand 2,ULBP-2
ULBP3.2747.3.2,Q9BZM4,NKG2D ligand 3,ULBP-3
ULK3.12437.18.3,Q6PHR2,Serine/threonine-protein kinase ULK3,ULK3
UMODL1.9114.84.3,Q5DID0,Uromodulin-like 1,UROL1
UNC13A.14052.26.3,Q9UPW8,Protein unc-13 homolog A,UN13A
UNC5A.7975.97.3,Q6ZN44,Netrin receptor UNC5A,UNC5A
UNC5B.7776.20.3,Q8IZJ1,Netrin receptor UNC5B,UNC5B
UNC5C.5139.32.3,O95185,Netrin receptor UNC5C,UNC5H3
UNC5D.5140.56.3,Q6UXZ4,Netrin receptor UNC5D,UNC5H4
UNC5D.8624.16.3,Q6UXZ4,Netrin receptor UNC5D,UNC5H4
UNC93B1.13487.24.3,Q9H1C4,Protein unc-93 homolog B1,UN93B
UPK3B.8286.44.3,Q9BT76,Uroplakin-3b,UPK3B
UPK3BL.6633.43.3,B0FP48,Uroplakin-3b-like protein,UPK3L
UQCC3.8228.10.3,Q6UW78,Ubiquinol-cytochrome-c reductase complex assembly factor 3,CK083
UQCRB.12957.62.3,P14927,Cytochrome b-c1 complex subunit 7,UCR6
UROS.11248.43.3,P10746,Uroporphyrinogen-III synthase,HEM4
USB1.11328.9.3,Q9BQ65,U6 snRNA phosphodiesterase,USB1
USE1.8057.78.3,Q9NZ43,Vesicle transport protein USE1,USE1
USP21.12681.63.3,Q9UK80,Ubiquitin carboxyl-terminal hydrolase 21,UBP21
USP25.9215.117.3,Q9UHP3,Ubiquitin carboxyl-terminal hydrolase 25,UBP25
USP8.13450.49.3,P40818,Ubiquitin carboxyl-terminal hydrolase 8,UBP8
UST.8364.74.3,Q9Y2C2,Uronyl 2-sulfotransferase,UST
UTS2R.13530.5.3,Q9UKP6,Urotensin-2 receptor,UR2R
UXS1.8258.22.3,Q8NBZ7,UDP-glucuronic acid decarboxylase 1,UXS1
VAMP3.7903.18.3,Q15836,Vesicle-associated membrane protein 3,VAMP3
VAMP4.7732.45.3,O75379,Vesicle-associated membrane protein 4,VAMP4
VAMP5.8290.1.3,O95183,Vesicle-associated membrane protein 5,VAMP5
VAMP8.7064.2.4,Q9BV40,Vesicle-associated membrane protein 8,VAMP8
VAPA.7167.102.3,Q9P0L0,Vesicle-associated membrane protein-associated protein A,VAPA
VAPB.7181.17.3,O95292,Vesicle-associated membrane protein-associated protein B/C,VAPB
VARS.13083.18.3,P26640,Valine--tRNA ligase,SYVC
VAV3.9830.109.3,Q9UKW4,Guanine nucleotide exchange factor VAV3,VAV3
VCAM1.2967.8.1,P19320,Vascular cell adhesion protein 1,VCAM-1
VCAN.9561.21.3,P13611,Versican core protein,CSPG2
VCL.8750.46.3,P18206,Vinculin,Vinculin
VCY.6295.67.3,O14598,Testis-specific basic protein Y 1,VCY1
VEGFA.14032.2.3,P15692,"Vascular endothelial growth factor A, isoform 121",VEGF121
VEGFA.2597.8.3,P15692,Vascular endothelial growth factor A,VEGF
VEGFC.3132.1.1,P49767,Vascular endothelial growth factor C,VEGF-C
VIMP.11286.78.3,Q9BQE4,Selenoprotein S,SELS
VIT.6234.74.3,Q6UXI7,Vitrin,VITRN
VPS24.12508.9.3,Q9Y3E7,Charged multivesicular body protein 3,CHMP3
VPS29.14318.1.3,Q9UBQ0,Vacuolar protein sorting-associated protein 29,VPS29
VPS4A.11476.43.3,Q9UN37,Vacuolar protein sorting-associated protein 4A,VPS4A
VPS4B.12668.7.3,O75351,Vacuolar protein sorting-associated protein 4B,VPS4B
VRK1.12553.5.3,Q99986,Serine/threonine-protein kinase VRK1,VRK1
VSIG1.8367.142.3,Q86XK7,V-set and immunoglobulin domain-containing protein 1,VSIG1
VSIG2.8018.43.3,Q96IQ7,V-set and immunoglobulin domain-containing protein 2,VSIG2
VSTM2L.6549.60.3,Q96N03,V-set and transmembrane domain-containing protein 2-like protein,VTM2L
VSTM4.7242.14.3,Q8IW00,V-set and transmembrane domain-containing protein 4,CJ072
VTA1.4209.60.2,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,DRG-1
VTI1A.7952.2.3,Q96AJ9,Vesicle transport through interaction with t-SNAREs homolog 1A,VTI1A
VTI1B.8963.8.3,Q9UEU0,Vesicle transport through interaction with t-SNAREs homolog 1B,Vti1-rp1
VTN.13125.45.3,P04004,Vitronectin,Vitronectin
VTN.8280.238.3,P04004,Vitronectin,Vitronectin
VWC2.11121.56.3,Q2TAL6,Brorin,VWC2
VWC2L.7995.16.3,B2RUY7,von Willebrand factor C domain-containing protein 2-like,VWC2L
WBP1.10943.36.3,Q96G27,WW domain-binding protein 1,WBP1
WBP1L.9532.5.3,Q9NX94,WW domain binding protein 1-like,WBP1L
WDR1.10723.41.3,O75083,WD repeat-containing protein 1,WDR1
WFDC10A.13429.3.3,Q9H1F0,WAP four-disulfide core domain protein 10A,WF10A
WFDC12.6037.6.3,Q8WWY7,WAP four-disulfide core domain protein 12,WFD12
WFDC13.9345.436.3,Q8IUB5,WAP four-disulfide core domain protein 13,WFD13
WFDC2.11388.75.3,Q14508,WAP four-disulfide core domain protein 2,HE4
WFDC3.6384.19.3,Q8IUB2,WAP four-disulfide core domain protein 3,WFDC3
WFDC5.6969.14.3,Q8TCV5,WAP four-disulfide core domain protein 5,WFDC5
WFIKKN1.3191.50.2,Q96NZ8,"WAP, kazal, immunoglobulin, kunitz and NTR domain-containing protein 1",WFKN1
WFIKKN2.13408.23.3,Q8TEU8,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",WFKN2
WFIKKN2.3235.50.2,Q8TEU8,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",WFKN2
WIF1.2848.2.2,Q9Y5W5,Wnt inhibitory factor 1,WIF-1
WISP1.13692.154.3,O95388,WNT1-inducible-signaling pathway protein 1,WISP-1
WISP3.5927.4.3,O95389,WNT1-inducible-signaling pathway protein 3,WISP-3
WNK3.5493.17.3,Q9BYP7,Serine/threonine-protein kinase WNK3,WNK3
WNT7A.4889.82.1,O00755,Protein Wnt-7a,WNT7A
WSCD2.6274.15.3,Q2TBF2,WSC domain-containing protein 2,WSCD2
XCL1.14078.69.3,P47992,Lymphotactin,Lymphotactin
XCL1.4143.74.2,P47992,Lymphotactin,Lymphotactin
XDH.11264.33.3,P47989,Xanthine dehydrogenase/oxidase,XDH
XG.8044.90.3,P55808,Glycoprotein Xg,XG
XPNPEP1.3481.87.1,Q9NQW7,Xaa-Pro aminopeptidase 1,XPNPEP1
XRCC1.12535.2.3,P18887,DNA repair protein XRCC1,XRCC1
XRCC4.9886.28.3,Q13426,DNA repair protein XRCC4,XRCC4
XXYLT1.6375.75.3,Q8NBI6,Xyloside xylosyltransferase 1,XXLT1
YBX2.6372.7.3,Q9Y2T7,Y-box-binding protein 2,YBOX2
YES1.2878.66.2,P07947,Tyrosine-protein kinase Yes,YES
YIPF6.9984.12.3,Q96EC8,Protein YIPF6,YIPF6
YTHDC1.8878.48.3,Q96MU7,YTH domain-containing protein 1,YTDC1
YWHAB.YWHAE.YWHAG.YWHAH.YWHAQ.YWHAZ.SFN.4707.50.2,"P27348,P31946,P31947,P61981,P62258,P63104,Q04917",14-3-3 protein family,14/03/2003
